Symbol,Description,Exchange
GRA.U,Graf Indl Corp [Graf.U],NYSE
GRA.W,Graf Indl Corp [Graf/W],NYSE
GRAF,Graf Industrial Corp,NYSE
GRAM,Grana Y Montero S.A.A.,NYSE
GRC,Gorman-Rupp Company,NYSE
GRP.U,Granite Real Estate Invt TR,NYSE
GRUB,Grubhub Inc,NYSE
GRX,The Gabelli Healthcare & Wellness Trust,NYSE
GRX-A,Gabelli Healthcare & Wellness TR [Grx/Pa],NYSE
GRX-B,Gabelli Healthcare & Wellness TR [Grx/Pb],NYSE
GS,Goldman Sachs Group,NYSE
GS-A,Goldman Sachs Group Inc [Gs/Pa],NYSE
GS-C,Goldman Sachs Group Inc [Gs/Pc],NYSE
GS-D,Goldman Sachs Group Inc [Gs/Pd],NYSE
GS-J,Goldman Sachs Group Inc [Gs/Pj],NYSE
GS-K,Goldman Sachs Group Inc [Gs/Pk],NYSE
GS-N,Goldman Sachs Group Inc [Gs/Pn],NYSE
GSA.U,GS Acquisition Hldgs Corp [Gsah.U],NYSE
GSA.W,GS Acquisition Hldgs Corp [Gsah/W],NYSE
GSAH,GS Acquisition Holdings Corp Cl A,NYSE
GSBD,Goldman Sachs Bdc Inc,NYSE
GSH,Guangshen Railway,NYSE
GSK,Glaxosmithkline Plc,NYSE
GSL,Global Ship Lease Inc,NYSE
GSL-B,Global Ship Lease Inc [Gsl/Pb],NYSE
GSX,Gsx Techedu Inc ADR,NYSE
GTES,Gates Industrial Corp Plc,NYSE
GTN,Gray Television,NYSE
GTN.A,Gray Television Inc Cl A,NYSE
GTS,Triple-S Management Corp,NYSE
GTT,Global Telcom & Technology Inc,NYSE
GTX,Garrett Motion Inc,NYSE
GTY,Getty Realty Corp,NYSE
GUT,Gabelli Utility Trust,NYSE
GUT-A,Gabelli Utility Trust [Gut/Pa],NYSE
GUT-C,Gabelli Utility Trust [Gut/Pc],NYSE
GVA,Granite Construction Inc,NYSE
GWB,Great Western Bancorp Inc,NYSE
GWR,Genesee & Wyoming,NYSE
GWRE,Guidewire Software Inc,NYSE
GWW,W.W. Grainger,NYSE
GYB,Cabco Series 2004-101 Trust,NYSE
GYC,Corporate Asset Backed Corp Cabco,NYSE
H,Hyatt Hotels Corp,NYSE
HAE,Haemonetics Corp,NYSE
HAL,Halliburton Company,NYSE
HASI,Hannon Armstrong Sustainable IN,NYSE
HBB,Hamilton Beach Brands Holding Company Cl A,NYSE
HBI,Hanesbrands Inc,NYSE
HBM,Hudbay Minerals Inc,NYSE
HCA,Hca Holdings Inc,NYSE
HCC,Warrior Met Coal Inc,NYSE
HCFT,Hunt Companies Finance Trust Inc,NYSE
HCHC,Hc2 Holdings Inc,NYSE
HCI,Homeowners Choice,NYSE
HCP,HCP Inc,NYSE
HCR,Hi-Crush Inc,NYSE
HCXY,Hercules Capital Inc 6.25% Notes Due 2033,NYSE
HCXZ,Hercules Capital Inc 5.25% Notes Due 2025,NYSE
HD,Home Depot,NYSE
HDB,Hdfc Bank Ltd,NYSE
HE,Hawaiian Electric Industries,NYSE
HEI,Heico Corp,NYSE
HEI.A,Heico Cp Cl A,NYSE
HEP,Holly Energy Partners LP,NYSE
HEQ,John Hancock Hedged Eqty & Inc,NYSE
HES,Hess Corp,NYSE
HESM,Hess Midstream Partners LP,NYSE
HEXO,Hexo Corp,NYSE
HFC,Hollyfrontier Corp,NYSE
HFR-A,Highland Income Fund [Hfro/Pa],NYSE
HFRO,Highland Floating Rate Opportunities Fund,NYSE
HGH,The Hartford Financial Srvcs G,NYSE
HGLB,Highland Global Allocation Fund,NYSE
HGV,Hilton Grand Vacations Inc,NYSE
HHC,Howard Hughes Corp,NYSE
HHS,Harte-Hanks,NYSE
HI,Hillenbrand Inc,NYSE
HIE,Miller/Howard High Income Eqty,NYSE
HIG,Hartford Financial Services Group,NYSE
HIG-G,Hartford Financial Services Grp Inc [Hig/Pg],NYSE
HII,Huntington Ingalls Industries,NYSE
HIL,Hill International Inc,NYSE
HIO,Western Asset High,NYSE
HIW,Highwoods Properties,NYSE
HIX,Western Asset High Income Fund II Inc,NYSE
HJV,MS S.A.C. Saturns Ge Series 2002-14,NYSE
HKIB,Amtd International Inc,NYSE
HL,Hecla Mining Company,NYSE
HL-B,Hecla Mining Co. [Hl/Pb],NYSE
HLF,Herbalife Ltd,NYSE
HLI,Houlihan Lokey,NYSE
HLT,Hilton Inc,NYSE
HLX,Helix Energy Solutions Group,NYSE
HMC,Honda Motor Company,NYSE
HMI,Huami Corp ADR,NYSE
HML-A,Hoegh Lng Partners LP [Hmlp/Pa],NYSE
HMLP,Hoegh Lng Partners LP,NYSE
HMN,Horace Mann Educators Corp,NYSE
HMY,Harmony Gold Mining Co. Ltd,NYSE
HNGR,Hanger Inc,NYSE
HNI,Hon Industries Inc,NYSE
HNP,Huaneng Power Intl,NYSE
HOG,Harley-Davidson Inc,NYSE
HOME,At Home Group Inc,NYSE
HON,Honeywell International Inc,NYSE
HOS,Hornbeck Offshore Services,NYSE
HOV,Hovnanian Enterprises Inc,NYSE
HP,Helmerich & Payne,NYSE
HPE,Hewlett Packard Enterprise Comp,NYSE
HPF,John Hancock Pfd II,NYSE
HPI,John Hancock Preferred,NYSE
HPP,Hudson Pacific Properties,NYSE
HPQ,Hewlett-Packard Company,NYSE
HPR,Highpoint Resources Corp,NYSE
HPS,John Hancock Preferred Income Fund III,NYSE
HQH,Tekla Healthcare Investors,NYSE
HQL,Tekla Life Sciences Investors,NYSE
HR,Healthcare Realty Trust Inc,NYSE
HRB,H&R Block,NYSE
HRC,Hill-Rom Holdings Inc,NYSE
HRI,Herc Holdings Inc,NYSE
HRL,Hormel Foods Corp,NYSE
HRTG,Heritage Insurance Holdings,NYSE
HSB-A,HSBC Hldgs Plc [Hsbc/Pa],NYSE
HSBC,HSBC Holdings Plc,NYSE
HSC,Harsco Corp,NYSE
HST,Host Marriott Financial Trust,NYSE
HSY,Hershey Foods Corp,NYSE
HT,Hersha Hospitality Trust,NYSE
HT-C,Hersha Hospitality TR [Ht/Pc],NYSE
HT-D,Hersha Hospitality TR [Ht/Pd],NYSE
HT-E,Hersha Hospitality TR [Ht/Pe],NYSE
HTA,Healthcare Trust of America,NYSE
HTD,John Hancock Tax Advantaged Dividend,NYSE
HTFA,Horizon Technology Finance 6.25% Notes Due 2022,NYSE
HTGC,Hercules Technology Growth Capital,NYSE
HTH,Hilltop Holdings Inc,NYSE
HTY,John Hancock Tax-Advantaged Global,NYSE
HTZ,Hertz Global Holdings Inc,NYSE
HUBB,Hubbell Inc B,NYSE
HUBS,Hubspot Inc,NYSE
HUD,Hudson Ltd Cl A,NYSE
HUM,Humana Inc,NYSE
HUN,Huntsman Corp,NYSE
HUYA,Huya Inc,NYSE
HVT,Haverty Furniture Companies,NYSE
HVT.A,Haverty Furn Cl A SC,NYSE
HXL,Hexcel Corp,NYSE
HY,Hyster-Yale Materials Handling,NYSE
HYB,New America High,NYSE
HYI,Western Asset High Yield Defined,NYSE
HYT,Blackrock High Yield Fund Vi Inc,NYSE
HZN,Horizon Global Corp Comm,NYSE
HZO,Marinemax Inc,NYSE
I,Intelsat S.A.,NYSE
IAA,Iaa Inc,NYSE
IAE,VOYA Asia Pacific High Dividend Equity,NYSE
IAG,Iamgold Corp,NYSE
IBA,Industrias Bachoco S.A. DE C.V.,NYSE
IBM,International Business Machines,NYSE
IBN,Icici Bank Ltd,NYSE
IBP,Installed Building Products,NYSE
ICD,Independence Contract Drilling Inc,NYSE
ICE,Intercontinental Exchange,NYSE
ICL,Israel Chemicals Ltd,NYSE
IDA,Idacorp Inc,NYSE
IDE,VOYA Infrastructure Industrial,NYSE
IDT,IDT Corp,NYSE
IEX,Idex Corp,NYSE
IFF,International Flavors & Fragrances,NYSE
IFFT,International Flavors & Fragrances Inc,NYSE
IFN,India Fund,NYSE
IFS,Intercorp Financial Services Inc,NYSE
IGA,VOYA Global Advantage and Premium,NYSE
IGD,VOYA Global Equity Dividend and Premium,NYSE
IGI,Western Asset Investment Grade Defined,NYSE
IGR,VOYA Clarion Global Real Estate,NYSE
IGT,International Game Technology,NYSE
IHC,Independence Holding Company,NYSE
IHD,VOYA Emerging Markets High Dividend,NYSE
IHG,Intercontinental Hotels Group,NYSE
IHIT,Invesco High Income 2023 Target Term Fund,NYSE
IHTA,Invesco High Income 2024 Target Term Fund,NYSE
IID,VOYA International High Dividend Equity,NYSE
IIF,Morgan Stanley India Investment Fund Inc,NYSE
IIM,Invesco Insured Muni Income Trust,NYSE
IIP-A,Innovative Indl Pptys Inc [Iipr/Pa],NYSE
IIPR,Innovative Industrial Properties,NYSE
IMAX,Imax Corp,NYSE
INB,Cohen & Steers Global Income Builder,NYSE
INF,Brookfield Global Listed Infra,NYSE
INFO,IHS Markit Ltd,NYSE
INFY,Infosys Ltd,NYSE
ING,ING Groep N.V. ADR,NYSE
INGR,Ingredion Inc,NYSE
INN,Summit Hotel Properties,NYSE
INN-D,Summit Hotel Pptys Inc [Inn/Pd],NYSE
INN-E,Summit Hotel Pptys Inc [Inn/Pe],NYSE
INS-A,International Seaways Inc [Insw/Pa],NYSE
INSI,Insight Select Income Fund,NYSE
INSP,Inspire Medical Systems Inc,NYSE
INST,Instructure Inc,NYSE
INSW,International Seaways Inc,NYSE
INT,World Fuel Services Corp,NYSE
INVH,Invitation Homes Inc,NYSE
INXN,Interxion Holding N.V.,NYSE
IO,ION Geophysical Corp,NYSE
IP,International Paper Company,NYSE
IPG,Interpublic Group of Companies,NYSE
IPHI,Inphi Corp,NYSE
IPI,Intrepid Potash Inc,NYSE
IPO.U,Social Cap Hedosophia Hldgs Co. [Ipoa.U],NYSE
IPO.W,Social Cap Hedosophia Hldgs Co. [Ipoa/W],NYSE
IPOA,Social Capital Hedosophia Holdings Corp,NYSE
IQI,Invesco Quality Muni Income Trust,NYSE
IQV,Iqvia Holdings Inc,NYSE
IR,Ingersoll-Rand Plc [Ireland],NYSE
IRE-C,Investors Real Estate TR [Iret/Pc],NYSE
IRET,Investors Real Estate Trust,NYSE
IRL,Irish Investment Fund,NYSE
IRM,Iron Mountain Inc,NYSE
IRR,VOYA Risk Managed Natural Resources Fund,NYSE
IRS,Irsa Inversiones Y Representaciones S.A.,NYSE
IRT,Independence Realty Trust Inc,NYSE
ISD,Prudential Short Duration High,NYSE
ISG,VOYA Group N.V.,NYSE
IT,Gartner Inc,NYSE
ITCB,Itau Corpbanca,NYSE
ITGR,Integer Holdings Corp,NYSE
ITT,ITT Inc,NYSE
ITUB,Itau Unibanco Banco Holding S.A.,NYSE
ITW,Illinois Tool Works Inc,NYSE
IVC,Invacare Corp,NYSE
IVH,Ivy High Income Opportunities,NYSE
IVR,Invesco Mortgage Capital Inc,NYSE
IVR-A,Invesco Mortgage Capital Inc [Ivr/Pa],NYSE
IVR-B,Invesco Mortgage Capital Inc [Ivr/Pb],NYSE
IVR-C,Invesco Mortgage Capital Inc [Ivr/Pc],NYSE
IVZ,Invesco Plc,NYSE
IX,Orix Corp ADR,NYSE
JAG,Jagged Peak Energy Inc,NYSE
JAX,J. Alexander's Holdings Inc C,NYSE
JBGS,Jbg Smith Properties,NYSE
JBK,Lehman Abs Corp,NYSE
JBL,Jabil Circuit,NYSE
JBN,Select Asset Inc,NYSE
JBR,Select Asset Inc,NYSE
JBT,John Bean Technologies Corp,NYSE
JCA-B,Jernigan Cap Inc [Jcap/Pb],NYSE
JCAP,Jernigan Capital Inc,NYSE
JCE,Nuveen Core Equity Alpha Fund,NYSE
JCI,Johnson Controls Intl,NYSE
JCO,Nuveen Credit Opportunities 2022 Target Term Fun,NYSE
JCP,J.C. Penney Company Inc,NYSE
JDD,Nuveen Diversified Dividend and,NYSE
JE,Just Energy Group Inc,NYSE
JE-A,Just Energy Group Inc [Je/Pa],NYSE
JEC,Jacobs Engineering Group Inc,NYSE
JEF,Jefferies Financial Group Inc,NYSE
JELD,Jeld-Wen Holding Inc,NYSE
JEMD,Nuveen Emerging Markets Debt 2022 Target Term Fu,NYSE
JEQ,Japan Equity Fund,NYSE
JFR,Nuveen Floating Rate,NYSE
JGH,Nuveen Global High Income Fund,NYSE
JHAA,Nuveen High Income 2023 Target Term Fund,NYSE
JHB,Nuveen High Income November 2021 Target Term Fun,NYSE
JHD,Nuveen High Income December 2019 Target Term Fun,NYSE
JHG,Janus Henderson Group Plc,NYSE
JHI,John Hancock Investors Trust,NYSE
JHS,John Hancock Income Securities Trust,NYSE
JHX,James Hardie Industries Se,NYSE
JHY,Nuveen High Income 2020 Target,NYSE
JILL,J. Jill Inc,NYSE
JKS,Jinkosolar Holding Company Ltd,NYSE
JLL,Jones Lang Lasalle Inc,NYSE
JLS,Nuveen Mortgage Opportunity Term Fund,NYSE
JMEI,Jumei International Holding Ltd,NYSE
JMF,Nuveen Energy MLP Total Return Fund,NYSE
JMIA,Jumia Technologies Ag ADR,NYSE
JMLP,Nuveen All Cap Energy MLP Oppo,NYSE
JMM,Nuveen Multi-Market Income Fund Inc,NYSE
JMP,JMP Group Inc,NYSE
JMPB,JMP Group Inc,NYSE
JMPD,JMP Group Llc 7.25% Senior Notes Due 2027,NYSE
JMT,Nuven Mortgage Opportunity Term Fund 2,NYSE
JNJ,Johnson & Johnson,NYSE
JNPR,Juniper Networks,NYSE
JOE,St. Joe Company,NYSE
JOF,Japan Smaller Capitalization Fund Inc,NYSE
JP,Jupai Holdings Ltd,NYSE
JPC,Nuveen Preferred and Convertible,NYSE
JPI,Nuveen Preferred and Income Term Fund,NYSE
JPM,JP Morgan Chase & Company,NYSE
JPM-A,Jpmorgan Chase & Co. [Jpm/Pa],NYSE
JPM-C,Jpmorgan Chase & Co. [Jpm/Pc],NYSE
JPM-D,Jpmorgan Chase & Co. [Jpm/Pd],NYSE
JPM-E,Jpmorgan Chase & Co. [Jpm/Pe],NYSE
JPM-F,Jpmorgan Chase & Co. [Jpm/Pf],NYSE
JPM-G,Jpmorgan Chase & Co. [Jpm/Pg],NYSE
JPM-H,Jpmorgan Chase & Co. [Jpm/Ph],NYSE
JPS,Nuveen Quality Preferred 2,NYSE
JPT,Nuveen Preferred and Income 2022 Term Fund,NYSE
JQC,Nuveen Preferred and Convertible 2,NYSE
JRI,Nuveen Real Asset Income and Gr,NYSE
JRO,Nuveen Floating Rate Income Opportuntiy,NYSE
JRS,Nuveen Real Estate Fund,NYSE
JSD,Nuveen Short Duration Credit O,NYSE
JT,Jianpu Technology Inc,NYSE
JTA,Nuveen Tax-Advantaged Total Return,NYSE
JTD,Nuveen Tax-Advantaged Dividend Growth,NYSE
JW.A,John Wiley Sons Cl A,NYSE
JW.B,John Wiley Sons Cl B,NYSE
JWN,Nordstrom,NYSE
K,Kellogg Company,NYSE
KAI,Kadant Inc,NYSE
KAMN,Kaman Corp,NYSE
KAR,Kar Auction Services Inc,NYSE
KB,KB Financial Group Inc,NYSE
KBH,KB Home,NYSE
KBR,KBR Inc,NYSE
KDMN,Kadmon Holdings Llc,NYSE
KDP,Keurig Dr Pepper Inc,NYSE
KEG,Key Energy Services Inc,NYSE
KEM,Kemet Corp,NYSE
KEN,Kenon Holdings Ltd,NYSE
KEP,Korea Electric Power Corp,NYSE
KEX,Kirby Corp,NYSE
KEY,Keycorp,NYSE
KEY-I,Keycorp [Key/Pi],NYSE
KEY-J,Keycorp [Key/Pj],NYSE
KEY-K,Keycorp [Key/Pk],NYSE
KEYS,Keysight Technologies Inc Comm,NYSE
KF,Korea Fund,NYSE
KFS,Kingsway Financial Services,NYSE
KFY,Korn/Ferry International,NYSE
KGC,Kinross Gold Corp,NYSE
KIM,Kimco Realty Corp,NYSE
KIM-I,Kimco Rlty Corp [Kim/Pi],NYSE
KIM-J,Kimco Rlty Corp [Kim/Pj],NYSE
KIM-K,Kimco Rlty Corp [Kim/Pk],NYSE
KIM-L,Kimco Rlty Corp [Kim/Pl],NYSE
KIM-M,Kimco Realty Corp Dep Shs Repstg 1/1000 Shs Cl M,NYSE
KIO,KKR Income Opportunities Fund,NYSE
KKR,KKR & Co. LP,NYSE
KKR-A,KKR & Co. Inc [Kkr/Pa],NYSE
KKR-B,KKR & Co. Inc [Kkr/Pb],NYSE
KL,Kirkland Lake Gold Ltd,NYSE
KMB,Kimberly-Clark Corp,NYSE
KMF,Kayne Anderson Midstream Energy Fund,NYSE
KMI,Kinder Morgan,NYSE
KMPR,Kemper Corp,NYSE
KMT,Kennametal Inc,NYSE
KMX,Carmax Inc,NYSE
KN,Knowles Corp,NYSE
KNL,Knoll Inc,NYSE
KNOP,Knot Offshore Partners LP,NYSE
KNX,Knight-Swift Transporation Inc,NYSE
KO,Coca-Cola Company,NYSE
KODK,Eastman Kodak,NYSE
KOF,Coca Cola Femsa S.A.B. DE C.V.,NYSE
KOP,Koppers Holdings Inc,NYSE
KOS,Kosmos Energy Ltd,NYSE
KR,Kroger Company,NYSE
KRA,Kraton Performance Polymers Inc,NYSE
KRC,Kilroy Realty Corp,NYSE
KREF,KKR Real Estate Finance Trust Inc,NYSE
KRG,Kite Realty Group Trust,NYSE
KRO,Kronos Worldwide Inc,NYSE
KRP,Kimbell Royalty Partners,NYSE
KSM,Scudder Strategic Municiple Income Trust,NYSE
KSS,Kohl's Corp,NYSE
KSU,Kansas City Southern,NYSE
KSU.P,Kansas City Southern [Ksu/P],NYSE
KT,Korea Telecom Corp,NYSE
KTB,Kontoor Brands Inc [Ktb/I],NYSE
KTF,Scudder Municiple Income Trust,NYSE
KTH,Lehman Abs Corp,NYSE
KTN,Lehman Abs Corp,NYSE
KTP,Lehman Abs Corp,NYSE
KW,Kennedy-Wilson Holdings Inc,NYSE
KWR,Quaker Chemical Corp,NYSE
KYN,Kayne Anderson MLP Investment Company,NYSE
KYN-F,Kayne Anderson MLP Midstream Invest [Kyn/Pf],NYSE
L,Loews Corp,NYSE
LAC,Lithium Americas Corp,NYSE
LAD,Lithia Motors,NYSE
LADR,Ladder Capital Corp,NYSE
LAIX,Laix Inc ADR,NYSE
LAZ,Lazard Ltd,NYSE
LB,L Brands Inc,NYSE
LBRT,Liberty Oilfield Services Inc,NYSE
LC,Lendingclub Corp,NYSE
LCI,Lannett Co. Inc,NYSE
LCII,Lci Industries,NYSE
LDL,Lydall Inc,NYSE
LDOS,Leidos Holdings Inc,NYSE
LDP,Cohen & Steers Ltd Duration Prfd Income Fund,NYSE
LEA,Lear Corp,NYSE
LEAF,Leaf Group Ltd,NYSE
LEE,Lee Enterprises Inc,NYSE
LEG,Leggett & Platt Inc,NYSE
LEJU,Leju Holdings Ltd,NYSE
LEN,Lennar Corp,NYSE
LEN.B,Lennar Corp Cl B,NYSE
LEO,Dreyfus Strategic Municipals,NYSE
LEVI,Levi Strauss & Co. Cl A,NYSE
LFC,China Life Insurance Company Ltd,NYSE
LGC,Legacy Acquisition Corp,NYSE
LGC.U,Legacy Acquisition Corp,NYSE
LGC.W,Legacy Acquisition Corp [Lgc/W],NYSE
LGF.A,Lions Gate Entertainment Corp Cl A,NYSE
LGF.B,Lions Gate Entertainment Corp Cl B,NYSE
LGI,Lazard Global Total Return and,NYSE
LH,Laboratory Corp of America Holdings,NYSE
LHC,Leo Holdings Corp Cl A,NYSE
LHC.U,Leo Holdings Corp,NYSE
LHC.W,Leo Holdings Corp [Lhc/W],NYSE
LHX,L3Harris Technologies Inc,NYSE
LII,Lennox International,NYSE
LIN,Linde Plc,NYSE
LINX,Linx S.A. ADR,NYSE
LITB,Lightinthebox Holding Co. Ltd,NYSE
LKSD,Lsc Communications Inc,NYSE
LL,Lumber Liquidators Holdings Inc,NYSE
LLY,Eli Lilly and Company,NYSE
LM,Legg Mason Inc,NYSE
LMHA,Legg Mason Inc,NYSE
LMHB,Legg Mason Inc,NYSE
LMT,Lockheed Martin Corp,NYSE
LN,Line Corp,NYSE
LNC,Lincoln National Corp,NYSE
LND,Brasilagro ADR,NYSE
LNN,Lindsay Corp,NYSE
LOMA,Loma Negra Comp Indu Argentina Sociedad ADR,NYSE
LOR,Lazard World Dividend &,NYSE
LOW,Lowe's Companies,NYSE
LPG,Dorian Lpg Ltd,NYSE
LPI,Laredo Petroleum Holdings Inc,NYSE
LPL,Lg Display Co. Ltd,NYSE
LPT,Liberty Property Trust,NYSE
LPX,Louisiana-Pacific Corp,NYSE
LRN,K12 Inc,NYSE
LSI,Life Storage,NYSE
LTC,Ltc Properties,NYSE
LTHM,Livent Corp,NYSE
LTM,Latam Airlines Group S.A.,NYSE
LUB,Luby's Inc,NYSE
LUV,Southwest Airlines Company,NYSE
LVS,Las Vegas Sands,NYSE
LW,Lamb Weston Holdings Inc,NYSE
LXFR,Luxfer Holdings Plc,NYSE
LXP,Lexington Realty Trust,NYSE
LXP-C,Lexington Realty Trust [Lxp/Pc],NYSE
LXU,Lsb Industries Inc,NYSE
LYB,Lyondellbasell Industries NV,NYSE
LYG,Lloyds Banking Group Plc,NYSE
LYV,Live Nation Entertainment,NYSE
LZB,La-Z-Boy Inc,NYSE
M,Macy's Inc,NYSE
MA,Mastercard Inc,NYSE
MAA,Mid-America Apartment Communities,NYSE
MAA-I,Mid Amer Apt Cmntys Inc [Maa/Pi],NYSE
MAC,Macerich Company,NYSE
MAIN,Main Street Capital Corp,NYSE
MAN,Manpower Inc,NYSE
MANU,Manchester United Ltd,NYSE
MAS,Masco Corp,NYSE
MATX,Matson Inc,NYSE
MAV,Pioneer Muni High Income Advantage Trust,NYSE
MAXR,Maxar Technologies Ltd,NYSE
MBI,MBIA Inc,NYSE
MBT,Mobile Telesystems,NYSE
MC,Moelis,NYSE
MCA,Blackrock Muniyield California Insured Fund,NYSE
MCB,Metropolitan Bank Holding Corp,NYSE
MCC,Medley Capital Corp,NYSE
MCD,McDonald's Corp,NYSE
MCI,Massmutual Corporate Investors,NYSE
MCK,Mckesson Corp,NYSE
MCN,Madison/Claymore Covered Call & Equity Strategy,NYSE
MCO,Moody's Corp,NYSE
MCR,MFS Charter Income Trust,NYSE
MCRN,Milacron Holdings Corp,NYSE
MCS,Marcus Corp,NYSE
MCV,Medley Capital Corp,NYSE
MCX,Medley Capital Corp,NYSE
MCY,Mercury General Corp,NYSE
MD,Mednax Inc,NYSE
MDC,M.D.C. Holdings,NYSE
MDLA,Medallia Inc,NYSE
MDLQ,Medley Llc 7.25% Notes Due 2024,NYSE
MDLX,Medley Llc,NYSE
MDLY,Medley Management Inc,NYSE
MDP,Meredith Corp,NYSE
MDR,McDermott International,NYSE
MDT,Medtronic Inc,NYSE
MDU,Mdu Res Group Inc,NYSE
MEC,Mayville Engineering Company Inc,NYSE
MED,Medifast Inc,NYSE
MEI,Methode Electronics,NYSE
MEN,Blackrock Munienhanced Fund,NYSE
MER-K,Bank of America Corp [Mer/Pk],NYSE
MET,Metlife Inc,NYSE
MET-A,Metlife Inc [Met/Pa],NYSE
MET-E,Metlife Inc [Met/Pe],NYSE
MFA,MFA Financial Inc,NYSE
MFA-B,MFA Finl Inc [Mfa/Pb],NYSE
MFA.U,Megalith Finl Acquisition Corp [Mfac.U],NYSE
MFA.W,Megalith Finl Acquisition Corp [Mfac/W],NYSE
MFAC,Megalith Financial Acquisition Corp Cl A,NYSE
MFC,Manulife Financial Corp,NYSE
MFD,Macquarie/First Trust Global,NYSE
MFG,Mizuho Financial Group,NYSE
MFGP,Micro Focus Intl Plc,NYSE
MFL,Blackrock Muniholdings Investment Quality Fund,NYSE
MFM,MFS Muni Income Trust,NYSE
MFO,MFA Financial Inc,NYSE
MFT,Blackrock Muniyield Investment Qualityfund,NYSE
MFV,MFS Special Value Trust,NYSE
MG,Mistras Group Inc,NYSE
MGA,Magna International,NYSE
MGF,MFS Government Markets Income Trust,NYSE
MGM,MGM Resorts International,NYSE
MGP,MGM Growth Properties Llc,NYSE
MGR,Affiliated Managers Group Inc,NYSE
MGU,Macquarie Global Infrastructure Total Return Fun,NYSE
MGY,Magnolia Oil & Gas Corp,NYSE
MH-A,Maiden Holdings Ltd [Mh/Pa],NYSE
MH-C,Maiden Holdings Ltd [Mh/Pc],NYSE
MH-D,Maiden Holdings Ltd [Mh/Pd],NYSE
MHD,Blackrock Muniholdings Fund,NYSE
MHE,Massachusetts Health and Education Tax-Exempt TR,NYSE
MHF,Western Asset Muni High,NYSE
MHI,Pioneer Muni High Income Trust,NYSE
MHK,Mohawk Industries,NYSE
MHLA,Maiden Holdings Ltd 6.625% No,NYSE
MHN,Blackrock Muniholdings New York Quality Fund,NYSE
MHNC,Maiden Holdings North America,NYSE
MHO,M/I Homes,NYSE
MIC,Macquarie Infrastructure Company Trust,NYSE
MIE,Cohen & Steers MLP Income and,NYSE
MIN,MFS Intermediate Income Trust,NYSE
MIT-A,Ag Mtg Invt TR Inc [Mitt/Pa],NYSE
MIT-B,Ag Mtg Invt TR Inc [Mitt/Pb],NYSE
MITT,Ag Mortgage Investment Trust,NYSE
MIXT,Mix Telematics Ltd,NYSE
MIY,Blackrock Muniyield Michigan Quality Fund,NYSE
MKC,Mccormick & Company Inc,NYSE
MKC.V,Mccormick & Co. Inc,NYSE
MKL,Markel Corp,NYSE
MLI,Mueller Industries,NYSE
MLM,Martin Marietta Materials,NYSE
MLP,Maui Land & Pineapple Company,NYSE
MLR,Miller Industries,NYSE
MMC,Marsh & Mclennan Companies,NYSE
MMD,Mainstay Defined Muni Opp Fund,NYSE
MMI,Marcus & Millichap,NYSE
MMM,3M Company,NYSE
MMP,Magellan Midstream Partners LP,NYSE
MMS,Maximus Inc,NYSE
MMT,MFS Multimarket Income Trust,NYSE
MMU,Western Asset Managed Municipals Fund,NYSE
MN,Manning & Napier Inc,NYSE
MNE,Blackrock Muni New York Intermediate Duration Fu,NYSE
MNK,Mallinckrodt Plc,NYSE
MNP,Western Asset Muni Partners Fund,NYSE
MNR,Monmouth Real Estate Investment Corp,NYSE
MNR-C,Monmouth Real Estate Invt Corp [Mnr/Pc],NYSE
MNRL,Brigham Minerals Inc,NYSE
MO,Altria Group,NYSE
MOD,Modine Manufacturing Company,NYSE
MODN,Model N Inc,NYSE
MOG.A,Moog Inc Cl A,NYSE
MOG.B,Moog Inc Cl B,NYSE
MOGU,Mogu Inc ADR,NYSE
MOH,Molina Healthcare Inc,NYSE
MOS,Mosaic Company,NYSE
MOS.U,Mosaic Acquisition Corp [Mosc.U],NYSE
MOS.W,Mosaic Acquisition Corp [Mosc/W],NYSE
MOSC,Mosaic Acquisition Corp,NYSE
MOV,Movado Group Inc,NYSE
MPA,Blackrock Muniyield Pennsylvania Quality Fund,NYSE
MPC,Marathon Petroleum Corp,NYSE
MPLX,Mplx LP,NYSE
MPV,Massmutual Participation Investors,NYSE
MPW,Medical Properties Trust,NYSE
MPX,Marine Products Corp,NYSE
MQT,Blackrock Muniyield Quality Fund II,NYSE
MQY,Blackrock Muniyield Quality Fund,NYSE
MR,Montage Resources Corp,NYSE
MRC,Mrc Global Inc,NYSE
MRK,Merck & Company,NYSE
MRO,Marathon Oil Corp,NYSE
MS,Morgan Stanley,NYSE
MS-A,Morgan Stanley [Ms/Pa],NYSE
MS-E,Morgan Stanley [Ms/Pe],NYSE
MS-F,Morgan Stanley [Ms/Pf],NYSE
MS-G,Morgan Stanley [Ms/Pg],NYSE
MS-I,Morgan Stanley [Ms/Pi],NYSE
MS-K,Morgan Stanley [Ms/Pk],NYSE
MSA,Msa Safety Inc,NYSE
MSB,Mesabi Trust,NYSE
MSC,Studio City Intl Holdings Ltd ADR,NYSE
MSCI,MSCI Inc,NYSE
MSD,Morgan Stanley Emerging Markets Debt,NYSE
MSG,The Madison Square Garden Comp,NYSE
MSGN,Msg Networks Inc,NYSE
MSI,Motorola Solutions,NYSE
MSL,Midsouth Bancorp,NYSE
MSM,Msc Industrial Direct Company,NYSE
MT,Arcelormittal,NYSE
MTB,M&T Bank Corp,NYSE
